Hour,Date,P(kWh),h_max
00,2021-04-01,0,68963.0
01,2021-04-01,0,68963.0
02,2021-04-01,0,68963.0
03,2021-04-01,0,68963.0
04,2021-04-01,0,68963.0
05,2021-04-01,0,68963.0
06,2021-04-01,2,68965.0
07,2021-04-01,10,68975.0
08,2021-04-01,36,69011.0
09,2021-04-01,61,69072.0
10,2021-04-01,80,69152.0
11,2021-04-01,71,69223.0
12,2021-04-01,76,69299.0
13,2021-04-01,82,69381.0
14,2021-04-01,45,69426.0
15,2021-04-01,24,69450.0
16,2021-04-01,26,69476.0
17,2021-04-01,5,69481.0
18,2021-04-01,1,69482.0
19,2021-04-01,0,69482.0
20,2021-04-01,0,69482.0
21,2021-04-01,0,69482.0
22,2021-04-01,0,69482.0
23,2021-04-01,0,69482.0
Hour,Date,P(kWh),h_max
00,2021-04-02,0,69482.0
01,2021-04-02,0,69482.0
02,2021-04-02,0,69482.0
03,2021-04-02,0,69482.0
04,2021-04-02,0,69482.0
05,2021-04-02,0,69482.0
06,2021-04-02,0,69482.0
07,2021-04-02,8,69490.0
08,2021-04-02,22,69512.0
09,2021-04-02,25,69537.0
10,2021-04-02,26,69563.0
11,2021-04-02,34,69597.0
12,2021-04-02,38,69635.0
13,2021-04-02,58,69693.0
14,2021-04-02,72,69765.0
15,2021-04-02,53,69818.0
16,2021-04-02,30,69848.0
17,2021-04-02,9,69857.0
18,2021-04-02,1,69858.0
19,2021-04-02,0,69858.0
20,2021-04-02,0,69858.0
21,2021-04-02,0,69858.0
22,2021-04-02,0,69858.0
23,2021-04-02,0,69858.0
Hour,Date,P(kWh),h_max
00,2021-04-03,0,69858.0
01,2021-04-03,0,69858.0
02,2021-04-03,0,69858.0
03,2021-04-03,0,69858.0
04,2021-04-03,0,69858.0
05,2021-04-03,0,69858.0
06,2021-04-03,2,69860.0
07,2021-04-03,8,69868.0
08,2021-04-03,11,69879.0
09,2021-04-03,14,69893.0
10,2021-04-03,31,69924.0
11,2021-04-03,30,69954.0
12,2021-04-03,21,69975.0
13,2021-04-03,18,69993.0
14,2021-04-03,9,70002.0
15,2021-04-03,5,70007.0
16,2021-04-03,3,70010.0
17,2021-04-03,1,70011.0
18,2021-04-03,0,70011.0
19,2021-04-03,0,70011.0
20,2021-04-03,0,70011.0
21,2021-04-03,0,70011.0
22,2021-04-03,0,70011.0
23,2021-04-03,0,70011.0
Hour,Date,P(kWh),h_max
00,2021-04-04,0,70011.0
01,2021-04-04,0,70011.0
