Hour,Date,P(kWh),h_max
00,2021-11-01,0,154510.0
01,2021-11-01,0,154510.0
02,2021-11-01,0,154510.0
03,2021-11-01,0,154510.0
04,2021-11-01,0,154510.0
05,2021-11-01,0,154510.0
06,2021-11-01,0,154510.0
07,2021-11-01,4,154514.0
08,2021-11-01,16,154530.0
09,2021-11-01,41,154571.0
10,2021-11-01,61,154632.0
11,2021-11-01,71,154703.0
12,2021-11-01,72,154775.0
13,2021-11-01,52,154827.0
14,2021-11-01,51,154878.0
15,2021-11-01,34,154912.0
16,2021-11-01,12,154924.0
17,2021-11-01,0,154924.0
18,2021-11-01,0,154924.0
19,2021-11-01,0,154924.0
20,2021-11-01,0,154924.0
21,2021-11-01,0,154924.0
22,2021-11-01,0,154924.0
23,2021-11-01,0,154924.0
Hour,Date,P(kWh),h_max
00,2021-11-02,0,154924.0
01,2021-11-02,0,154924.0
02,2021-11-02,0,154924.0
03,2021-11-02,0,154924.0
04,2021-11-02,0,154924.0
05,2021-11-02,0,154924.0
06,2021-11-02,1,154925.0
07,2021-11-02,4,154929.0
08,2021-11-02,11,154940.0
09,2021-11-02,43,154983.0
10,2021-11-02,60,155043.0
11,2021-11-02,74,155117.0
12,2021-11-02,76,155193.0
13,2021-11-02,69,155262.0
14,2021-11-02,53,155315.0
15,2021-11-02,33,155348.0
16,2021-11-02,14,155362.0
17,2021-11-02,1,155363.0
18,2021-11-02,0,155363.0
19,2021-11-02,0,155363.0
20,2021-11-02,0,155363.0
21,2021-11-02,0,155363.0
22,2021-11-02,0,155363.0
23,2021-11-02,0,155363.0
Hour,Date,P(kWh),h_max
00,2021-11-03,0,155363.0
01,2021-11-03,0,155363.0
02,2021-11-03,0,155363.0
03,2021-11-03,0,155363.0
04,2021-11-03,0,155363.0
05,2021-11-03,0,155363.0
06,2021-11-03,0,155363.0
07,2021-11-03,4,155367.0
08,2021-11-03,11,155378.0
09,2021-11-03,47,155425.0
10,2021-11-03,66,155491.0
11,2021-11-03,72,155563.0
12,2021-11-03,73,155636.0
13,2021-11-03,63,155699.0
14,2021-11-03,54,155753.0
15,2021-11-03,38,155791.0
16,2021-11-03,11,155802.0
17,2021-11-03,1,155803.0
18,2021-11-03,0,155803.0
19,2021-11-03,0,155803.0
20,2021-11-03,0,155803.0
21,2021-11-03,0,155803.0
22,2021-11-03,0,155803.0
23,2021-11-03,0,155803.0
Hour,Date,P(kWh),h_max
00,2021-11-04,0,155803.0
01,2021-11-04,0,155803.0
02,2021-11-04,0,155803.0
03,2021-11-04,0,155803.0
04,2021-11-04,0,155803.0
05,2021-11-04,0,155803.0
06,2021-11-04,0,155803.0
07,2021-11-04,4,155807.0
08,2021-11-04,11,155818.0
09,2021-11-04,46,155864.0
10,2021-11-04,65,155929.0
11,2021-11-04,72,156001.0
12,2021-11-04,75,156076.0
13,2021-11-04,68,156144.0
14,2021-11-04,56,156200.0
15,2021-11-04,37,156237.0
16,2021-11-04,13,156250.0
17,2021-11-04,1,156251.0
18,2021-11-04,0,156251.0
19,2021-11-04,0,156251.0
20,2021-11-04,0,156251.0
21,2021-11-04,0,156251.0
22,2021-11-04,0,156251.0
23,2021-11-04,0,156251.0
Hour,Date,P(kWh),h_max
00,2021-11-05,0,156251.0
01,2021-11-05,0,156251.0
02,2021-11-05,0,156251.0
03,2021-11-05,0,156251.0
04,2021-11-05,0,156251.0
05,2021-11-05,0,156251.0
06,2021-11-05,0,156251.0
07,2021-11-05,4,156255.0
08,2021-11-05,12,156267.0
09,2021-11-05,36,156303.0
10,2021-11-05,51,156354.0
11,2021-11-05,52,156406.0
12,2021-11-05,58,156464.0
13,2021-11-05,32,156496.0
14,2021-11-05,15,156511.0
15,2021-11-05,10,156521.0
16,2021-11-05,4,156525.0
17,2021-11-05,0,156525.0
18,2021-11-05,0,156525.0
19,2021-11-05,0,156525.0
20,2021-11-05,0,156525.0
21,2021-11-05,0,156525.0
22,2021-11-05,0,156525.0
23,2021-11-05,0,156525.0
Hour,Date,P(kWh),h_max
00,2021-11-06,0,156525.0
01,2021-11-06,0,156525.0
02,2021-11-06,0,156525.0
03,2021-11-06,0,156525.0
04,2021-11-06,0,156525.0
05,2021-11-06,0,156525.0
06,2021-11-06,0,156525.0
07,2021-11-06,3,156528.0
08,2021-11-06,11,156539.0
09,2021-11-06,40,156579.0
10,2021-11-06,65,156644.0
11,2021-11-06,73,156717.0
12,2021-11-06,67,156784.0
13,2021-11-06,69,156853.0
14,2021-11-06,53,156906.0
15,2021-11-06,36,156942.0
16,2021-11-06,12,156954.0
17,2021-11-06,0,156954.0
18,2021-11-06,0,156954.0
19,2021-11-06,0,156954.0
20,2021-11-06,0,156954.0
21,2021-11-06,0,156954.0
22,2021-11-06,0,156954.0
23,2021-11-06,0,156954.0
Hour,Date,P(kWh),h_max
00,2021-11-07,0,156954.0
01,2021-11-07,0,156954.0
02,2021-11-07,0,156954.0
03,2021-11-07,0,156954.0
04,2021-11-07,0,156954.0
05,2021-11-07,0,156954.0
06,2021-11-07,0,156954.0
07,2021-11-07,4,156958.0
08,2021-11-07,12,156970.0
09,2021-11-07,46,157016.0
10,2021-11-07,61,157077.0
11,2021-11-07,40,157117.0
12,2021-11-07,71,157188.0
13,2021-11-07,69,157257.0
14,2021-11-07,57,157314.0
15,2021-11-07,31,157345.0
16,2021-11-07,4,157349.0
17,2021-11-07,0,157349.0
18,2021-11-07,0,157349.0
19,2021-11-07,0,157349.0
20,2021-11-07,0,157349.0
21,2021-11-07,0,157349.0
22,2021-11-07,0,157349.0
23,2021-11-07,0,157349.0
Hour,Date,P(kWh),h_max
00,2021-11-08,0,157349.0
01,2021-11-08,0,157349.0
02,2021-11-08,0,157349.0
03,2021-11-08,0,157349.0
04,2021-11-08,0,157349.0
05,2021-11-08,0,157349.0
06,2021-11-08,0,157349.0
07,2021-11-08,2,157351.0
08,2021-11-08,4,157355.0
09,2021-11-08,9,157364.0
10,2021-11-08,6,157370.0
11,2021-11-08,3,157373.0
12,2021-11-08,3,157376.0
13,2021-11-08,4,157380.0
14,2021-11-08,4,157384.0
15,2021-11-08,3,157387.0
16,2021-11-08,7,157394.0
17,2021-11-08,1,157395.0
18,2021-11-08,0,157395.0
19,2021-11-08,0,157395.0
20,2021-11-08,0,157395.0
21,2021-11-08,0,157395.0
22,2021-11-08,0,157395.0
23,2021-11-08,0,157395.0
Hour,Date,P(kWh),h_max
00,2021-11-09,0,157395.0
01,2021-11-09,0,157395.0
02,2021-11-09,0,157395.0
03,2021-11-09,0,157395.0
04,2021-11-09,0,157395.0
05,2021-11-09,0,157395.0
06,2021-11-09,0,157395.0
07,2021-11-09,4,157399.0
08,2021-11-09,9,157408.0
09,2021-11-09,45,157453.0
10,2021-11-09,69,157522.0
11,2021-11-09,74,157596.0
12,2021-11-09,54,157650.0
13,2021-11-09,46,157696.0
14,2021-11-09,40,157736.0
15,2021-11-09,4,157740.0
16,2021-11-09,7,157747.0
17,2021-11-09,0,157747.0
18,2021-11-09,0,157747.0
19,2021-11-09,0,157747.0
20,2021-11-09,0,157747.0
21,2021-11-09,0,157747.0
22,2021-11-09,0,157747.0
23,2021-11-09,0,157747.0
Hour,Date,P(kWh),h_max
00,2021-11-10,0,157747.0
01,2021-11-10,0,157747.0
02,2021-11-10,0,157747.0
03,2021-11-10,0,157747.0
04,2021-11-10,0,157747.0
05,2021-11-10,0,157747.0
06,2021-11-10,0,157747.0
07,2021-11-10,2,157749.0
08,2021-11-10,7,157756.0
09,2021-11-10,24,157780.0
10,2021-11-10,40,157820.0
11,2021-11-10,46,157866.0
12,2021-11-10,31,157897.0
13,2021-11-10,27,157924.0
14,2021-11-10,29,157953.0
15,2021-11-10,5,157958.0
16,2021-11-10,2,157960.0
17,2021-11-10,0,157960.0
18,2021-11-10,0,157960.0
19,2021-11-10,0,157960.0
20,2021-11-10,0,157960.0
21,2021-11-10,0,157960.0
22,2021-11-10,0,157960.0
23,2021-11-10,0,157960.0
Hour,Date,P(kWh),h_max
00,2021-11-11,0,157960.0
01,2021-11-11,0,157960.0
02,2021-11-11,0,157960.0
03,2021-11-11,0,157960.0
04,2021-11-11,0,157960.0
05,2021-11-11,0,157960.0
06,2021-11-11,0,157960.0
07,2021-11-11,2,157962.0
08,2021-11-11,5,157967.0
09,2021-11-11,43,158010.0
10,2021-11-11,70,158080.0
11,2021-11-11,79,158159.0
12,2021-11-11,51,158210.0
13,2021-11-11,16,158226.0
14,2021-11-11,14,158240.0
15,2021-11-11,10,158250.0
16,2021-11-11,5,158255.0
17,2021-11-11,0,158255.0
18,2021-11-11,0,158255.0
19,2021-11-11,0,158255.0
20,2021-11-11,0,158255.0
21,2021-11-11,0,158255.0
22,2021-11-11,0,158255.0
23,2021-11-11,0,158255.0
Hour,Date,P(kWh),h_max
00,2021-11-12,0,158255.0
01,2021-11-12,0,158255.0
02,2021-11-12,0,158255.0
03,2021-11-12,0,158255.0
04,2021-11-12,0,158255.0
05,2021-11-12,0,158255.0
06,2021-11-12,0,158255.0
07,2021-11-12,2,158257.0
08,2021-11-12,5,158262.0
09,2021-11-12,43,158305.0
10,2021-11-12,68,158373.0
11,2021-11-12,78,158451.0
12,2021-11-12,41,158492.0
13,2021-11-12,28,158520.0
14,2021-11-12,28,158548.0
15,2021-11-12,39,158587.0
16,2021-11-12,9,158596.0
17,2021-11-12,0,158596.0
18,2021-11-12,0,158596.0
19,2021-11-12,0,158596.0
20,2021-11-12,0,158596.0
21,2021-11-12,0,158596.0
22,2021-11-12,0,158596.0
23,2021-11-12,0,158596.0
Hour,Date,P(kWh),h_max
00,2021-11-13,0,158596.0
01,2021-11-13,0,158596.0
02,2021-11-13,0,158596.0
03,2021-11-13,0,158596.0
04,2021-11-13,0,158596.0
05,2021-11-13,0,158596.0
06,2021-11-13,0,158596.0
07,2021-11-13,3,158599.0
08,2021-11-13,5,158604.0
09,2021-11-13,40,158644.0
10,2021-11-13,61,158705.0
11,2021-11-13,65,158770.0
12,2021-11-13,76,158846.0
13,2021-11-13,69,158915.0
14,2021-11-13,57,158972.0
15,2021-11-13,33,159005.0
16,2021-11-13,11,159016.0
17,2021-11-13,0,159016.0
18,2021-11-13,0,159016.0
19,2021-11-13,0,159016.0
20,2021-11-13,0,159016.0
21,2021-11-13,0,159016.0
22,2021-11-13,0,159016.0
23,2021-11-13,0,159016.0
Hour,Date,P(kWh),h_max
00,2021-11-14,0,159016.0
01,2021-11-14,0,159016.0
02,2021-11-14,0,159016.0
03,2021-11-14,0,159016.0
04,2021-11-14,0,159016.0
05,2021-11-14,0,159016.0
06,2021-11-14,0,159016.0
07,2021-11-14,3,159019.0
08,2021-11-14,8,159027.0
09,2021-11-14,35,159062.0
10,2021-11-14,60,159122.0
11,2021-11-14,69,159191.0
12,2021-11-14,69,159260.0
13,2021-11-14,45,159305.0
14,2021-11-14,50,159355.0
15,2021-11-14,32,159387.0
16,2021-11-14,9,159396.0
17,2021-11-14,0,159396.0
18,2021-11-14,0,159396.0
19,2021-11-14,0,159396.0
20,2021-11-14,0,159396.0
21,2021-11-14,0,159396.0
22,2021-11-14,0,159396.0
23,2021-11-14,0,159396.0
Hour,Date,P(kWh),h_max
00,2021-11-15,0,159396.0
01,2021-11-15,0,159396.0
02,2021-11-15,0,159396.0
03,2021-11-15,0,159396.0
04,2021-11-15,0,159396.0
05,2021-11-15,0,159396.0
06,2021-11-15,0,159396.0
07,2021-11-15,3,159399.0
08,2021-11-15,7,159406.0
09,2021-11-15,35,159441.0
10,2021-11-15,64,159505.0
11,2021-11-15,73,159578.0
12,2021-11-15,73,159651.0
13,2021-11-15,62,159713.0
14,2021-11-15,40,159753.0
15,2021-11-15,19,159772.0
16,2021-11-15,10,159782.0
17,2021-11-15,0,159782.0
18,2021-11-15,0,159782.0
19,2021-11-15,0,159782.0
20,2021-11-15,0,159782.0
21,2021-11-15,0,159782.0
22,2021-11-15,0,159782.0
23,2021-11-15,0,159782.0
Hour,Date,P(kWh),h_max
00,2021-11-16,0,159782.0
01,2021-11-16,0,159782.0
02,2021-11-16,0,159782.0
03,2021-11-16,0,159782.0
04,2021-11-16,0,159782.0
05,2021-11-16,0,159782.0
06,2021-11-16,0,159782.0
07,2021-11-16,2,159784.0
08,2021-11-16,8,159792.0
09,2021-11-16,33,159825.0
10,2021-11-16,62,159887.0
11,2021-11-16,69,159956.0
12,2021-11-16,70,160026.0
13,2021-11-16,66,160092.0
14,2021-11-16,52,160144.0
15,2021-11-16,34,160178.0
16,2021-11-16,9,160187.0
17,2021-11-16,0,160187.0
18,2021-11-16,0,160187.0
19,2021-11-16,0,160187.0
20,2021-11-16,0,160187.0
21,2021-11-16,0,160187.0
22,2021-11-16,0,160187.0
23,2021-11-16,0,160187.0
Hour,Date,P(kWh),h_max
00,2021-11-17,0,160187.0
01,2021-11-17,0,160187.0
02,2021-11-17,0,160187.0
03,2021-11-17,0,160187.0
04,2021-11-17,0,160187.0
05,2021-11-17,0,160187.0
06,2021-11-17,0,160187.0
07,2021-11-17,3,160190.0
08,2021-11-17,6,160196.0
09,2021-11-17,34,160230.0
10,2021-11-17,65,160295.0
11,2021-11-17,74,160369.0
12,2021-11-17,69,160438.0
13,2021-11-17,67,160505.0
14,2021-11-17,55,160560.0
15,2021-11-17,34,160594.0
16,2021-11-17,10,160604.0
17,2021-11-17,1,160605.0
18,2021-11-17,0,160605.0
19,2021-11-17,0,160605.0
20,2021-11-17,0,160605.0
21,2021-11-17,0,160605.0
22,2021-11-17,0,160605.0
23,2021-11-17,0,160605.0
Hour,Date,P(kWh),h_max
00,2021-11-18,0,160605.0
01,2021-11-18,0,160605.0
02,2021-11-18,0,160605.0
03,2021-11-18,0,160605.0
04,2021-11-18,0,160605.0
05,2021-11-18,0,160605.0
06,2021-11-18,0,160605.0
07,2021-11-18,2,160607.0
08,2021-11-18,10,160617.0
09,2021-11-18,31,160648.0
10,2021-11-18,59,160707.0
11,2021-11-18,68,160775.0
12,2021-11-18,68,160843.0
13,2021-11-18,63,160906.0
14,2021-11-18,50,160956.0
15,2021-11-18,31,160987.0
16,2021-11-18,8,160995.0
17,2021-11-18,0,160995.0
18,2021-11-18,0,160995.0
19,2021-11-18,0,160995.0
20,2021-11-18,0,160995.0
21,2021-11-18,0,160995.0
22,2021-11-18,0,160995.0
23,2021-11-18,0,160995.0
Hour,Date,P(kWh),h_max
00,2021-11-19,0,160995.0
01,2021-11-19,0,160995.0
02,2021-11-19,0,160995.0
03,2021-11-19,0,160995.0
04,2021-11-19,0,160995.0
05,2021-11-19,0,160995.0
06,2021-11-19,0,160995.0
07,2021-11-19,2,160997.0
08,2021-11-19,7,161004.0
09,2021-11-19,31,161035.0
10,2021-11-19,62,161097.0
11,2021-11-19,68,161165.0
12,2021-11-19,68,161233.0
13,2021-11-19,61,161294.0
14,2021-11-19,47,161341.0
15,2021-11-19,28,161369.0
16,2021-11-19,7,161376.0
17,2021-11-19,0,161376.0
18,2021-11-19,0,161376.0
19,2021-11-19,0,161376.0
20,2021-11-19,0,161376.0
21,2021-11-19,0,161376.0
22,2021-11-19,0,161376.0
23,2021-11-19,0,161376.0
Hour,Date,P(kWh),h_max
00,2021-11-20,0,161376.0
01,2021-11-20,0,161376.0
02,2021-11-20,0,161376.0
03,2021-11-20,0,161376.0
04,2021-11-20,0,161376.0
05,2021-11-20,0,161376.0
06,2021-11-20,0,161376.0
