Hour,Date,P(kWh),h_max
00,2022-05-01,0,228132.0
01,2022-05-01,0,228132.0
02,2022-05-01,0,228132.0
03,2022-05-01,0,228132.0
04,2022-05-01,0,228132.0
05,2022-05-01,0,228132.0
06,2022-05-01,8,228140.0
07,2022-05-01,24,228164.0
08,2022-05-01,52,228216.0
09,2022-05-01,73,228289.0
10,2022-05-01,84,228373.0
11,2022-05-01,90,228463.0
12,2022-05-01,88,228551.0
13,2022-05-01,84,228635.0
14,2022-05-01,66,228701.0
15,2022-05-01,40,228741.0
16,2022-05-01,31,228772.0
17,2022-05-01,15,228787.0
18,2022-05-01,3,228790.0
19,2022-05-01,0,228790.0
20,2022-05-01,0,228790.0
21,2022-05-01,0,228790.0
22,2022-05-01,0,228790.0
23,2022-05-01,0,228790.0
Hour,Date,P(kWh),h_max
00,2022-05-02,0,228790.0
01,2022-05-02,0,228790.0
02,2022-05-02,0,228790.0
03,2022-05-02,0,228790.0
04,2022-05-02,0,228790.0
05,2022-05-02,1,228791.0
06,2022-05-02,6,228797.0
07,2022-05-02,24,228821.0
08,2022-05-02,51,228872.0
09,2022-05-02,72,228944.0
10,2022-05-02,82,229026.0
11,2022-05-02,89,229115.0
12,2022-05-02,77,229192.0
13,2022-05-02,72,229264.0
14,2022-05-02,42,229306.0
15,2022-05-02,21,229327.0
16,2022-05-02,9,229336.0
17,2022-05-02,4,229340.0
18,2022-05-02,2,229342.0
19,2022-05-02,0,229342.0
20,2022-05-02,0,229342.0
21,2022-05-02,0,229342.0
22,2022-05-02,0,229342.0
23,2022-05-02,0,229342.0
Hour,Date,P(kWh),h_max
00,2022-05-03,0,229342.0
01,2022-05-03,0,229342.0
02,2022-05-03,0,229342.0
03,2022-05-03,0,229342.0
04,2022-05-03,0,229342.0
05,2022-05-03,0,229342.0
06,2022-05-03,4,229346.0
07,2022-05-03,13,229359.0
08,2022-05-03,45,229404.0
09,2022-05-03,71,229475.0
10,2022-05-03,82,229557.0
11,2022-05-03,89,229646.0
12,2022-05-03,89,229735.0
13,2022-05-03,84,229819.0
14,2022-05-03,73,229892.0
15,2022-05-03,58,229950.0
16,2022-05-03,36,229986.0
17,2022-05-03,16,230002.0
18,2022-05-03,3,230005.0
19,2022-05-03,0,230005.0
20,2022-05-03,0,230005.0
21,2022-05-03,0,230005.0
22,2022-05-03,0,230005.0
23,2022-05-03,0,230005.0
Hour,Date,P(kWh),h_max
00,2022-05-04,0,230005.0
01,2022-05-04,0,230005.0
02,2022-05-04,0,230005.0
03,2022-05-04,0,230005.0
04,2022-05-04,0,230005.0
05,2022-05-04,1,230006.0
06,2022-05-04,6,230012.0
07,2022-05-04,27,230039.0
08,2022-05-04,50,230089.0
09,2022-05-04,69,230158.0
10,2022-05-04,80,230238.0
11,2022-05-04,84,230322.0
12,2022-05-04,86,230408.0
13,2022-05-04,81,230489.0
14,2022-05-04,70,230559.0
15,2022-05-04,56,230615.0
16,2022-05-04,36,230651.0
17,2022-05-04,15,230666.0
18,2022-05-04,4,230670.0
19,2022-05-04,0,230670.0
20,2022-05-04,0,230670.0
21,2022-05-04,0,230670.0
22,2022-05-04,0,230670.0
23,2022-05-04,0,230670.0
Hour,Date,P(kWh),h_max
00,2022-05-05,0,230670.0
01,2022-05-05,0,230670.0
02,2022-05-05,0,230670.0
03,2022-05-05,0,230670.0
04,2022-05-05,0,230670.0
05,2022-05-05,1,230671.0
06,2022-05-05,6,230677.0
07,2022-05-05,27,230704.0
08,2022-05-05,50,230754.0
09,2022-05-05,69,230823.0
10,2022-05-05,81,230904.0
11,2022-05-05,86,230990.0
12,2022-05-05,87,231077.0
13,2022-05-05,81,231158.0
14,2022-05-05,72,231230.0
15,2022-05-05,57,231287.0
16,2022-05-05,36,231323.0
17,2022-05-05,16,231339.0
18,2022-05-05,3,231342.0
19,2022-05-05,0,231342.0
20,2022-05-05,0,231342.0
21,2022-05-05,0,231342.0
22,2022-05-05,0,231342.0
23,2022-05-05,0,231342.0
Hour,Date,P(kWh),h_max
00,2022-05-06,0,231342.0
01,2022-05-06,0,231342.0
02,2022-05-06,0,231342.0
03,2022-05-06,0,231342.0
04,2022-05-06,0,231342.0
05,2022-05-06,1,231343.0
06,2022-05-06,6,231349.0
07,2022-05-06,26,231375.0
08,2022-05-06,49,231424.0
09,2022-05-06,68,231492.0
