Hour,Date,P(kWh),h_max
00,2021-02-01,0,43975.0
01,2021-02-01,0,43975.0
02,2021-02-01,0,43975.0
03,2021-02-01,0,43975.0
04,2021-02-01,0,43975.0
05,2021-02-01,0,43975.0
06,2021-02-01,0,43975.0
07,2021-02-01,0,43975.0
08,2021-02-01,3,43978.0
09,2021-02-01,7,43985.0
10,2021-02-01,12,43997.0
11,2021-02-01,22,44019.0
12,2021-02-01,22,44041.0
13,2021-02-01,16,44057.0
14,2021-02-01,13,44070.0
15,2021-02-01,13,44083.0
16,2021-02-01,7,44090.0
17,2021-02-01,1,44091.0
18,2021-02-01,0,44091.0
19,2021-02-01,0,44091.0
20,2021-02-01,0,44091.0
21,2021-02-01,0,44091.0
22,2021-02-01,0,44091.0
23,2021-02-01,0,44091.0
Hour,Date,P(kWh),h_max
00,2021-02-02,0,44091.0
01,2021-02-02,0,44091.0
02,2021-02-02,0,44091.0
03,2021-02-02,0,44091.0
04,2021-02-02,0,44091.0
05,2021-02-02,0,44091.0
06,2021-02-02,0,44091.0
07,2021-02-02,1,44092.0
08,2021-02-02,4,44096.0
09,2021-02-02,21,44117.0
10,2021-02-02,70,44187.0
11,2021-02-02,84,44271.0
12,2021-02-02,89,44360.0
13,2021-02-02,88,44448.0
14,2021-02-02,77,44525.0
15,2021-02-02,58,44583.0
16,2021-02-02,31,44614.0
17,2021-02-02,5,44619.0
18,2021-02-02,0,44619.0
19,2021-02-02,0,44619.0
20,2021-02-02,0,44619.0
21,2021-02-02,0,44619.0
22,2021-02-02,0,44619.0
23,2021-02-02,0,44619.0
Hour,Date,P(kWh),h_max
00,2021-02-03,0,44619.0
01,2021-02-03,0,44619.0
02,2021-02-03,0,44619.0
03,2021-02-03,0,44619.0
04,2021-02-03,0,44619.0
05,2021-02-03,0,44619.0
06,2021-02-03,0,44619.0
07,2021-02-03,1,44620.0
08,2021-02-03,5,44625.0
09,2021-02-03,22,44647.0
10,2021-02-03,68,44715.0
11,2021-02-03,82,44797.0
12,2021-02-03,87,44884.0
13,2021-02-03,85,44969.0
14,2021-02-03,74,45043.0
15,2021-02-03,55,45098.0
16,2021-02-03,30,45128.0
17,2021-02-03,5,45133.0
18,2021-02-03,0,45133.0
19,2021-02-03,0,45133.0
20,2021-02-03,0,45133.0
21,2021-02-03,0,45133.0
22,2021-02-03,0,45133.0
23,2021-02-03,0,45133.0
Hour,Date,P(kWh),h_max
00,2021-02-04,0,45133.0
01,2021-02-04,0,45133.0
02,2021-02-04,0,45133.0
03,2021-02-04,0,45133.0
04,2021-02-04,0,45133.0
05,2021-02-04,0,45133.0
06,2021-02-04,0,45133.0
07,2021-02-04,1,45134.0
08,2021-02-04,4,45138.0
09,2021-02-04,23,45161.0
10,2021-02-04,70,45231.0
11,2021-02-04,84,45315.0
12,2021-02-04,89,45404.0
13,2021-02-04,87,45491.0
14,2021-02-04,76,45567.0
15,2021-02-04,59,45626.0
16,2021-02-04,33,45659.0
17,2021-02-04,5,45664.0
18,2021-02-04,0,45664.0
19,2021-02-04,0,45664.0
20,2021-02-04,0,45664.0
21,2021-02-04,0,45664.0
22,2021-02-04,0,45664.0
23,2021-02-04,0,45664.0
Hour,Date,P(kWh),h_max
00,2021-02-05,0,45664.0
01,2021-02-05,0,45664.0
02,2021-02-05,0,45664.0
03,2021-02-05,0,45664.0
04,2021-02-05,0,45664.0
05,2021-02-05,0,45664.0
06,2021-02-05,0,45664.0
07,2021-02-05,2,45666.0
08,2021-02-05,10,45676.0
09,2021-02-05,26,45702.0
10,2021-02-05,45,45747.0
11,2021-02-05,67,45814.0
12,2021-02-05,43,45857.0
13,2021-02-05,56,45913.0
14,2021-02-05,36,45949.0
15,2021-02-05,30,45979.0
16,2021-02-05,14,45993.0
17,2021-02-05,3,45996.0
18,2021-02-05,0,45996.0
19,2021-02-05,0,45996.0
20,2021-02-05,0,45996.0
21,2021-02-05,0,45996.0
22,2021-02-05,0,45996.0
23,2021-02-05,0,45996.0
Hour,Date,P(kWh),h_max
00,2021-02-06,0,45996.0
01,2021-02-06,0,45996.0
02,2021-02-06,0,45996.0
03,2021-02-06,0,45996.0
04,2021-02-06,0,45996.0
05,2021-02-06,0,45996.0
06,2021-02-06,0,45996.0
07,2021-02-06,1,45997.0
08,2021-02-06,8,46005.0
09,2021-02-06,25,46030.0
10,2021-02-06,60,46090.0
11,2021-02-06,73,46163.0
12,2021-02-06,78,46241.0
13,2021-02-06,76,46317.0
14,2021-02-06,64,46381.0
15,2021-02-06,48,46429.0
16,2021-02-06,24,46453.0
17,2021-02-06,4,46457.0
18,2021-02-06,0,46457.0
19,2021-02-06,0,46457.0
20,2021-02-06,0,46457.0
21,2021-02-06,0,46457.0
22,2021-02-06,0,46457.0
23,2021-02-06,0,46457.0
Hour,Date,P(kWh),h_max
00,2021-02-07,0,46457.0
01,2021-02-07,0,46457.0
02,2021-02-07,0,46457.0
03,2021-02-07,0,46457.0
04,2021-02-07,0,46457.0
05,2021-02-07,0,46457.0
06,2021-02-07,0,46457.0
07,2021-02-07,1,46458.0
08,2021-02-07,9,46467.0
09,2021-02-07,27,46494.0
10,2021-02-07,55,46549.0
11,2021-02-07,66,46615.0
12,2021-02-07,75,46690.0
13,2021-02-07,71,46761.0
14,2021-02-07,55,46816.0
15,2021-02-07,41,46857.0
16,2021-02-07,18,46875.0
17,2021-02-07,3,46878.0
18,2021-02-07,0,46878.0
19,2021-02-07,0,46878.0
20,2021-02-07,0,46878.0
21,2021-02-07,0,46878.0
22,2021-02-07,0,46878.0
23,2021-02-07,0,46878.0
Hour,Date,P(kWh),h_max
00,2021-02-08,0,46878.0
01,2021-02-08,0,46878.0
02,2021-02-08,0,46878.0
03,2021-02-08,0,46878.0
04,2021-02-08,0,46878.0
05,2021-02-08,0,46878.0
06,2021-02-08,0,46878.0
07,2021-02-08,1,46879.0
08,2021-02-08,6,46885.0
09,2021-02-08,27,46912.0
10,2021-02-08,71,46983.0
11,2021-02-08,85,47068.0
12,2021-02-08,89,47157.0
13,2021-02-08,88,47245.0
14,2021-02-08,76,47321.0
15,2021-02-08,59,47380.0
16,2021-02-08,33,47413.0
17,2021-02-08,6,47419.0
18,2021-02-08,0,47419.0
19,2021-02-08,0,47419.0
20,2021-02-08,0,47419.0
21,2021-02-08,0,47419.0
22,2021-02-08,0,47419.0
23,2021-02-08,0,47419.0
Hour,Date,P(kWh),h_max
00,2021-02-09,0,47419.0
01,2021-02-09,0,47419.0
02,2021-02-09,0,47419.0
03,2021-02-09,0,47419.0
04,2021-02-09,0,47419.0
05,2021-02-09,0,47419.0
06,2021-02-09,0,47419.0
07,2021-02-09,1,47420.0
08,2021-02-09,5,47425.0
09,2021-02-09,29,47454.0
10,2021-02-09,70,47524.0
11,2021-02-09,82,47606.0
12,2021-02-09,88,47694.0
13,2021-02-09,86,47780.0
14,2021-02-09,76,47856.0
15,2021-02-09,60,47916.0
16,2021-02-09,34,47950.0
17,2021-02-09,6,47956.0
18,2021-02-09,0,47956.0
19,2021-02-09,0,47956.0
20,2021-02-09,0,47956.0
21,2021-02-09,0,47956.0
22,2021-02-09,0,47956.0
23,2021-02-09,0,47956.0
Hour,Date,P(kWh),h_max
00,2021-02-10,0,47956.0
01,2021-02-10,0,47956.0
02,2021-02-10,0,47956.0
03,2021-02-10,0,47956.0
04,2021-02-10,0,47956.0
05,2021-02-10,0,47956.0
06,2021-02-10,0,47956.0
07,2021-02-10,2,47958.0
08,2021-02-10,8,47966.0
09,2021-02-10,27,47993.0
10,2021-02-10,61,48054.0
11,2021-02-10,73,48127.0
12,2021-02-10,78,48205.0
13,2021-02-10,74,48279.0
14,2021-02-10,64,48343.0
15,2021-02-10,48,48391.0
16,2021-02-10,28,48419.0
17,2021-02-10,5,48424.0
18,2021-02-10,0,48424.0
19,2021-02-10,0,48424.0
20,2021-02-10,0,48424.0
21,2021-02-10,0,48424.0
22,2021-02-10,0,48424.0
23,2021-02-10,0,48424.0
Hour,Date,P(kWh),h_max
00,2021-02-11,0,48424.0
01,2021-02-11,0,48424.0
02,2021-02-11,0,48424.0
03,2021-02-11,0,48424.0
04,2021-02-11,0,48424.0
05,2021-02-11,0,48424.0
06,2021-02-11,0,48424.0
07,2021-02-11,2,48426.0
08,2021-02-11,11,48437.0
09,2021-02-11,27,48464.0
10,2021-02-11,45,48509.0
11,2021-02-11,64,48573.0
12,2021-02-11,62,48635.0
13,2021-02-11,56,48691.0
14,2021-02-11,46,48737.0
15,2021-02-11,27,48764.0
16,2021-02-11,13,48777.0
17,2021-02-11,3,48780.0
18,2021-02-11,0,48780.0
19,2021-02-11,0,48780.0
20,2021-02-11,0,48780.0
21,2021-02-11,0,48780.0
22,2021-02-11,0,48780.0
