Hour,Date,P(kWh),h_max
00,2021-12-01,0,164906.0
01,2021-12-01,0,164906.0
02,2021-12-01,0,164906.0
03,2021-12-01,0,164906.0
04,2021-12-01,0,164906.0
05,2021-12-01,0,164906.0
06,2021-12-01,0,164906.0
07,2021-12-01,2,164908.0
08,2021-12-01,4,164912.0
09,2021-12-01,22,164934.0
10,2021-12-01,63,164997.0
11,2021-12-01,78,165075.0
12,2021-12-01,79,165154.0
13,2021-12-01,75,165229.0
14,2021-12-01,61,165290.0
15,2021-12-01,40,165330.0
16,2021-12-01,10,165340.0
17,2021-12-01,0,165340.0
18,2021-12-01,0,165340.0
19,2021-12-01,0,165340.0
20,2021-12-01,0,165340.0
21,2021-12-01,0,165340.0
22,2021-12-01,0,165340.0
23,2021-12-01,0,165340.0
Hour,Date,P(kWh),h_max
00,2021-12-02,0,165340.0
01,2021-12-02,0,165340.0
02,2021-12-02,0,165340.0
03,2021-12-02,0,165340.0
04,2021-12-02,0,165340.0
05,2021-12-02,0,165340.0
06,2021-12-02,0,165340.0
07,2021-12-02,2,165342.0
08,2021-12-02,4,165346.0
09,2021-12-02,21,165367.0
10,2021-12-02,64,165431.0
11,2021-12-02,74,165505.0
12,2021-12-02,75,165580.0
13,2021-12-02,71,165651.0
14,2021-12-02,58,165709.0
15,2021-12-02,36,165745.0
16,2021-12-02,9,165754.0
17,2021-12-02,0,165754.0
18,2021-12-02,0,165754.0
19,2021-12-02,0,165754.0
20,2021-12-02,0,165754.0
21,2021-12-02,0,165754.0
22,2021-12-02,0,165754.0
23,2021-12-02,0,165754.0
Hour,Date,P(kWh),h_max
00,2021-12-03,0,165754.0
01,2021-12-03,0,165754.0
02,2021-12-03,0,165754.0
03,2021-12-03,0,165754.0
04,2021-12-03,0,165754.0
05,2021-12-03,0,165754.0
06,2021-12-03,0,165754.0
07,2021-12-03,2,165756.0
08,2021-12-03,6,165762.0
09,2021-12-03,7,165769.0
10,2021-12-03,45,165814.0
11,2021-12-03,60,165874.0
12,2021-12-03,72,165946.0
13,2021-12-03,66,166012.0
14,2021-12-03,36,166048.0
15,2021-12-03,15,166063.0
16,2021-12-03,9,166072.0
17,2021-12-03,0,166072.0
18,2021-12-03,0,166072.0
19,2021-12-03,0,166072.0
20,2021-12-03,0,166072.0
21,2021-12-03,0,166072.0
22,2021-12-03,0,166072.0
23,2021-12-03,0,166072.0
Hour,Date,P(kWh),h_max
00,2021-12-04,0,166072.0
01,2021-12-04,0,166072.0
02,2021-12-04,0,166072.0
03,2021-12-04,0,166072.0
04,2021-12-04,0,166072.0
05,2021-12-04,0,166072.0
06,2021-12-04,0,166072.0
07,2021-12-04,1,166073.0
08,2021-12-04,4,166077.0
09,2021-12-04,18,166095.0
10,2021-12-04,62,166157.0
11,2021-12-04,70,166227.0
12,2021-12-04,72,166299.0
13,2021-12-04,66,166365.0
14,2021-12-04,41,166406.0
15,2021-12-04,18,166424.0
16,2021-12-04,6,166430.0
17,2021-12-04,0,166430.0
18,2021-12-04,0,166430.0
19,2021-12-04,0,166430.0
20,2021-12-04,0,166430.0
21,2021-12-04,0,166430.0
22,2021-12-04,0,166430.0
23,2021-12-04,0,166430.0
Hour,Date,P(kWh),h_max
00,2021-12-05,0,166430.0
01,2021-12-05,0,166430.0
02,2021-12-05,0,166430.0
03,2021-12-05,0,166430.0
04,2021-12-05,0,166430.0
05,2021-12-05,0,166430.0
06,2021-12-05,0,166430.0
07,2021-12-05,1,166431.0
08,2021-12-05,5,166436.0
09,2021-12-05,17,166453.0
10,2021-12-05,59,166512.0
11,2021-12-05,68,166580.0
12,2021-12-05,69,166649.0
13,2021-12-05,63,166712.0
14,2021-12-05,51,166763.0
15,2021-12-05,32,166795.0
16,2021-12-05,7,166802.0
17,2021-12-05,0,166802.0
18,2021-12-05,0,166802.0
19,2021-12-05,0,166802.0
20,2021-12-05,0,166802.0
21,2021-12-05,0,166802.0
22,2021-12-05,0,166802.0
23,2021-12-05,0,166802.0
Hour,Date,P(kWh),h_max
00,2021-12-06,0,166802.0
01,2021-12-06,0,166802.0
02,2021-12-06,0,166802.0
03,2021-12-06,0,166802.0
04,2021-12-06,0,166802.0
05,2021-12-06,0,166802.0
06,2021-12-06,0,166802.0
07,2021-12-06,1,166803.0
08,2021-12-06,8,166811.0
09,2021-12-06,10,166821.0
10,2021-12-06,33,166854.0
11,2021-12-06,53,166907.0
12,2021-12-06,65,166972.0
13,2021-12-06,34,167006.0
14,2021-12-06,39,167045.0
15,2021-12-06,28,167073.0
16,2021-12-06,7,167080.0
17,2021-12-06,0,167080.0
18,2021-12-06,0,167080.0
19,2021-12-06,0,167080.0
20,2021-12-06,0,167080.0
21,2021-12-06,0,167080.0
22,2021-12-06,0,167080.0
23,2021-12-06,0,167080.0
Hour,Date,P(kWh),h_max
00,2021-12-07,0,167080.0
01,2021-12-07,0,167080.0
02,2021-12-07,0,167080.0
03,2021-12-07,0,167080.0
04,2021-12-07,0,167080.0
05,2021-12-07,0,167080.0
06,2021-12-07,0,167080.0
07,2021-12-07,1,167081.0
08,2021-12-07,8,167089.0
09,2021-12-07,24,167113.0
10,2021-12-07,56,167169.0
11,2021-12-07,66,167235.0
12,2021-12-07,67,167302.0
13,2021-12-07,63,167365.0
14,2021-12-07,50,167415.0
15,2021-12-07,28,167443.0
16,2021-12-07,5,167448.0
17,2021-12-07,0,167448.0
18,2021-12-07,0,167448.0
19,2021-12-07,0,167448.0
20,2021-12-07,0,167448.0
21,2021-12-07,0,167448.0
22,2021-12-07,0,167448.0
23,2021-12-07,0,167448.0
Hour,Date,P(kWh),h_max
00,2021-12-08,0,167448.0
01,2021-12-08,0,167448.0
02,2021-12-08,0,167448.0
03,2021-12-08,0,167448.0
04,2021-12-08,0,167448.0
05,2021-12-08,0,167448.0
06,2021-12-08,0,167448.0
07,2021-12-08,0,167448.0
08,2021-12-08,7,167455.0
09,2021-12-08,14,167469.0
10,2021-12-08,56,167525.0
11,2021-12-08,70,167595.0
12,2021-12-08,70,167665.0
13,2021-12-08,67,167732.0
14,2021-12-08,55,167787.0
15,2021-12-08,34,167821.0
16,2021-12-08,10,167831.0
17,2021-12-08,0,167831.0
18,2021-12-08,0,167831.0
19,2021-12-08,0,167831.0
20,2021-12-08,0,167831.0
21,2021-12-08,0,167831.0
22,2021-12-08,0,167831.0
23,2021-12-08,0,167831.0
Hour,Date,P(kWh),h_max
00,2021-12-09,0,167831.0
01,2021-12-09,0,167831.0
02,2021-12-09,0,167831.0
03,2021-12-09,0,167831.0
04,2021-12-09,0,167831.0
05,2021-12-09,0,167831.0
06,2021-12-09,0,167831.0
07,2021-12-09,0,167831.0
08,2021-12-09,8,167839.0
09,2021-12-09,14,167853.0
10,2021-12-09,34,167887.0
11,2021-12-09,57,167944.0
12,2021-12-09,53,167997.0
13,2021-12-09,42,168039.0
14,2021-12-09,15,168054.0
15,2021-12-09,10,168064.0
16,2021-12-09,3,168067.0
17,2021-12-09,0,168067.0
18,2021-12-09,0,168067.0
19,2021-12-09,0,168067.0
20,2021-12-09,0,168067.0
21,2021-12-09,0,168067.0
22,2021-12-09,0,168067.0
23,2021-12-09,0,168067.0
Hour,Date,P(kWh),h_max
00,2021-12-10,0,168067.0
01,2021-12-10,0,168067.0
02,2021-12-10,0,168067.0
03,2021-12-10,0,168067.0
04,2021-12-10,0,168067.0
05,2021-12-10,0,168067.0
06,2021-12-10,0,168067.0
07,2021-12-10,2,168069.0
08,2021-12-10,4,168073.0
09,2021-12-10,14,168087.0
10,2021-12-10,31,168118.0
11,2021-12-10,32,168150.0
12,2021-12-10,19,168169.0
13,2021-12-10,26,168195.0
14,2021-12-10,42,168237.0
15,2021-12-10,18,168255.0
16,2021-12-10,4,168259.0
17,2021-12-10,0,168259.0
18,2021-12-10,0,168259.0
19,2021-12-10,0,168259.0
20,2021-12-10,0,168259.0
21,2021-12-10,0,168259.0
22,2021-12-10,0,168259.0
23,2021-12-10,0,168259.0
Hour,Date,P(kWh),h_max
00,2021-12-11,0,168259.0
