Hour,Date,P(kWh),h_max
0,1/1/2022,0,33391
1,1/1/2022,0,33391
2,1/1/2022,0,33391
3,1/1/2022,0,33391
4,1/1/2022,0,33391
5,1/1/2022,0,33391
6,1/1/2022,0,33391
7,1/1/2022,0,33391
8,1/1/2022,4,33395
9,1/1/2022,12,33407
10,1/1/2022,52,33459
11,1/1/2022,49,33508
12,1/1/2022,52,33560
13,1/1/2022,40,33600
14,1/1/2022,48,33648
15,1/1/2022,27,33675
16,1/1/2022,4,33679
17,1/1/2022,0,33679
18,1/1/2022,0,33679
19,1/1/2022,0,33679
20,1/1/2022,0,33679
21,1/1/2022,0,33679
22,1/1/2022,0,33679
23,1/1/2022,0,33679
Hour,Date,P(kWh),h_max
0,1/2/2022,0,33679
1,1/2/2022,0,33679
2,1/2/2022,0,33679
3,1/2/2022,0,33679
4,1/2/2022,0,33679
5,1/2/2022,0,33679
6,1/2/2022,0,33679
7,1/2/2022,0,33679
8,1/2/2022,5,33684
9,1/2/2022,11,33695
10,1/2/2022,53,33748
11,1/2/2022,68,33816
12,1/2/2022,74,33890
13,1/2/2022,72,33962
14,1/2/2022,63,34025
15,1/2/2022,44,34069
16,1/2/2022,16,34085
17,1/2/2022,1,34086
18,1/2/2022,0,34086
19,1/2/2022,0,34086
20,1/2/2022,0,34086
21,1/2/2022,0,34086
22,1/2/2022,0,34086
23,1/2/2022,0,34086
Hour,Date,P(kWh),h_max
0,1/3/2022,0,34086
1,1/3/2022,0,34086
2,1/3/2022,0,34086
3,1/3/2022,0,34086
4,1/3/2022,0,34086
5,1/3/2022,0,34086
6,1/3/2022,0,34086
7,1/3/2022,0,34086
8,1/3/2022,4,34090
9,1/3/2022,10,34100
10,1/3/2022,56,34156
11,1/3/2022,73,34229
12,1/3/2022,67,34296
13,1/3/2022,61,34357
14,1/3/2022,27,34384
15,1/3/2022,18,34402
16,1/3/2022,7,34409
17,1/3/2022,0,34409
18,1/3/2022,0,34409
19,1/3/2022,0,34409
20,1/3/2022,0,34409
21,1/3/2022,0,34409
22,1/3/2022,0,34409
23,1/3/2022,0,34409
Hour,Date,P(kWh),h_max
0,1/4/2022,0,34409
1,1/4/2022,0,34409
2,1/4/2022,0,34409
3,1/4/2022,0,34409
4,1/4/2022,0,34409
5,1/4/2022,0,34409
6,1/4/2022,0,34409
7,1/4/2022,1,34410
8,1/4/2022,4,34414
9,1/4/2022,11,34425
10,1/4/2022,52,34477
11,1/4/2022,66,34543
12,1/4/2022,71,34614
13,1/4/2022,67,34681
14,1/4/2022,55,34736
15,1/4/2022,37,34773
16,1/4/2022,12,34785
17,1/4/2022,1,34786
18,1/4/2022,0,34786
19,1/4/2022,0,34786
20,1/4/2022,0,34786
21,1/4/2022,0,34786
22,1/4/2022,0,34786
23,1/4/2022,0,34786
Hour,Date,P(kWh),h_max
0,1/5/2022,0,34786
1,1/5/2022,0,34786
2,1/5/2022,0,34786
3,1/5/2022,0,34786
4,1/5/2022,0,34786
5,1/5/2022,0,34786
6,1/5/2022,0,34786
7,1/5/2022,0,34786
8,1/5/2022,6,34792
9,1/5/2022,16,34808
10,1/5/2022,36,34844
11,1/5/2022,48,34892
12,1/5/2022,59,34951
13,1/5/2022,27,34978
14,1/5/2022,30,35008
15,1/5/2022,17,35025
16,1/5/2022,7,35032
17,1/5/2022,1,35033
18,1/5/2022,0,35033
19,1/5/2022,0,35033
20,1/5/2022,0,35033
21,1/5/2022,0,35033
22,1/5/2022,0,35033
23,1/5/2022,0,35033
Hour,Date,P(kWh),h_max
0,1/6/2022,0,35033
1,1/6/2022,0,35033
2,1/6/2022,0,35033
3,1/6/2022,0,35033
4,1/6/2022,0,35033
5,1/6/2022,0,35033
6,1/6/2022,0,35033
7,1/6/2022,0,35033
8,1/6/2022,4,35037
9,1/6/2022,8,35045
10,1/6/2022,58,35103
11,1/6/2022,76,35179
12,1/6/2022,74,35253
13,1/6/2022,77,35330
14,1/6/2022,66,35396
15,1/6/2022,44,35440
16,1/6/2022,16,35456
17,1/6/2022,1,35457
18,1/6/2022,0,35457
19,1/6/2022,0,35457
20,1/6/2022,0,35457
21,1/6/2022,0,35457
22,1/6/2022,0,35457
23,1/6/2022,0,35457
Hour,Date,P(kWh),h_max
0,1/7/2022,0,35457
1,1/7/2022,0,35457
2,1/7/2022,0,35457
3,1/7/2022,0,35457
4,1/7/2022,0,35457
5,1/7/2022,0,35457
6,1/7/2022,0,35457
7,1/7/2022,1,35458
8,1/7/2022,3,35461
9,1/7/2022,10,35471
10,1/7/2022,54,35525
11,1/7/2022,79,35604
12,1/7/2022,83,35687
13,1/7/2022,81,35768
14,1/7/2022,70,35838
15,1/7/2022,50,35888
16,1/7/2022,20,35908
17,1/7/2022,0,35908
