Hour,Date,P(kWh),h_max
00,2021-03-01,0,55745.0
01,2021-03-01,0,55745.0
02,2021-03-01,0,55745.0
03,2021-03-01,0,55745.0
04,2021-03-01,0,55745.0
05,2021-03-01,0,55745.0
06,2021-03-01,0,55745.0
07,2021-03-01,2,55747.0
08,2021-03-01,5,55752.0
09,2021-03-01,4,55756.0
10,2021-03-01,5,55761.0
11,2021-03-01,12,55773.0
12,2021-03-01,11,55784.0
13,2021-03-01,12,55796.0
14,2021-03-01,3,55799.0
15,2021-03-01,3,55802.0
16,2021-03-01,2,55804.0
17,2021-03-01,0,55804.0
18,2021-03-01,0,55804.0
19,2021-03-01,0,55804.0
20,2021-03-01,0,55804.0
21,2021-03-01,0,55804.0
22,2021-03-01,0,55804.0
23,2021-03-01,0,55804.0
Hour,Date,P(kWh),h_max
00,2021-03-02,0,55804.0
01,2021-03-02,0,55804.0
02,2021-03-02,0,55804.0
03,2021-03-02,0,55804.0
04,2021-03-02,0,55804.0
05,2021-03-02,0,55804.0
06,2021-03-02,0,55804.0
07,2021-03-02,0,55804.0
08,2021-03-02,0,55804.0
09,2021-03-02,1,55805.0
10,2021-03-02,2,55807.0
11,2021-03-02,6,55813.0
12,2021-03-02,29,55842.0
13,2021-03-02,23,55865.0
14,2021-03-02,17,55882.0
15,2021-03-02,11,55893.0
16,2021-03-02,11,55904.0
17,2021-03-02,6,55910.0
18,2021-03-02,1,55911.0
19,2021-03-02,0,55911.0
20,2021-03-02,0,55911.0
21,2021-03-02,0,55911.0
22,2021-03-02,0,55911.0
23,2021-03-02,0,55911.0
Hour,Date,P(kWh),h_max
00,2021-03-03,0,55911.0
01,2021-03-03,0,55911.0
02,2021-03-03,0,55911.0
03,2021-03-03,0,55911.0
04,2021-03-03,0,55911.0
05,2021-03-03,0,55911.0
06,2021-03-03,0,55911.0
07,2021-03-03,3,55914.0
08,2021-03-03,12,55926.0
09,2021-03-03,54,55980.0
10,2021-03-03,72,56052.0
11,2021-03-03,85,56137.0
12,2021-03-03,75,56212.0
13,2021-03-03,83,56295.0
14,2021-03-03,47,56342.0
15,2021-03-03,22,56364.0
16,2021-03-03,11,56375.0
17,2021-03-03,6,56381.0
18,2021-03-03,0,56381.0
19,2021-03-03,0,56381.0
20,2021-03-03,0,56381.0
21,2021-03-03,0,56381.0
22,2021-03-03,0,56381.0
23,2021-03-03,0,56381.0
Hour,Date,P(kWh),h_max
00,2021-03-04,0,56381.0
01,2021-03-04,0,56381.0
02,2021-03-04,0,56381.0
03,2021-03-04,0,56381.0
04,2021-03-04,0,56381.0
05,2021-03-04,0,56381.0
06,2021-03-04,0,56381.0
07,2021-03-04,6,56387.0
08,2021-03-04,14,56401.0
09,2021-03-04,29,56430.0
10,2021-03-04,33,56463.0
11,2021-03-04,48,56511.0
12,2021-03-04,44,56555.0
13,2021-03-04,30,56585.0
14,2021-03-04,25,56610.0
15,2021-03-04,9,56619.0
16,2021-03-04,7,56626.0
17,2021-03-04,4,56630.0
18,2021-03-04,0,56630.0
19,2021-03-04,0,56630.0
20,2021-03-04,0,56630.0
21,2021-03-04,0,56630.0
22,2021-03-04,0,56630.0
23,2021-03-04,0,56630.0
Hour,Date,P(kWh),h_max
00,2021-03-05,0,56630.0
01,2021-03-05,0,56630.0
02,2021-03-05,0,56630.0
03,2021-03-05,0,56630.0
04,2021-03-05,0,56630.0
05,2021-03-05,0,56630.0
06,2021-03-05,0,56630.0
07,2021-03-05,1,56631.0
08,2021-03-05,7,56638.0
09,2021-03-05,29,56667.0
10,2021-03-05,37,56704.0
11,2021-03-05,75,56779.0
12,2021-03-05,88,56867.0
13,2021-03-05,85,56952.0
14,2021-03-05,73,57025.0
15,2021-03-05,57,57082.0
16,2021-03-05,36,57118.0
17,2021-03-05,10,57128.0
18,2021-03-05,0,57128.0
19,2021-03-05,0,57128.0
20,2021-03-05,0,57128.0
21,2021-03-05,0,57128.0
22,2021-03-05,0,57128.0
23,2021-03-05,0,57128.0
Hour,Date,P(kWh),h_max
00,2021-03-06,0,57128.0
01,2021-03-06,0,57128.0
02,2021-03-06,0,57128.0
03,2021-03-06,0,57128.0
04,2021-03-06,0,57128.0
05,2021-03-06,0,57128.0
06,2021-03-06,0,57128.0
07,2021-03-06,3,57131.0
08,2021-03-06,8,57139.0
09,2021-03-06,16,57155.0
10,2021-03-06,27,57182.0
11,2021-03-06,36,57218.0
12,2021-03-06,28,57246.0
13,2021-03-06,24,57270.0
14,2021-03-06,21,57291.0
15,2021-03-06,9,57300.0
16,2021-03-06,5,57305.0
17,2021-03-06,3,57308.0
18,2021-03-06,0,57308.0
19,2021-03-06,0,57308.0
20,2021-03-06,0,57308.0
21,2021-03-06,0,57308.0
22,2021-03-06,0,57308.0
23,2021-03-06,0,57308.0
Hour,Date,P(kWh),h_max
00,2021-03-07,0,57308.0
01,2021-03-07,0,57308.0
02,2021-03-07,0,57308.0
03,2021-03-07,0,57308.0
04,2021-03-07,0,57308.0
05,2021-03-07,0,57308.0
06,2021-03-07,0,57308.0
07,2021-03-07,3,57311.0
08,2021-03-07,8,57319.0
09,2021-03-07,18,57337.0
10,2021-03-07,28,57365.0
11,2021-03-07,32,57397.0
12,2021-03-07,26,57423.0
13,2021-03-07,28,57451.0
14,2021-03-07,35,57486.0
15,2021-03-07,33,57519.0
16,2021-03-07,18,57537.0
17,2021-03-07,6,57543.0
